GDPQ;LHEM;LPMHU;P16;FM2;FYGM3;PUNEW;CANN;GBRN;DEUN;FRAN;ITAN;JPNN;ESPN;CANRGDP;GBRRGDP;FDRRGDPS;FRARGDP;ITARGDP;JPNGNP85;ESPGDPVS
4704.799805;114623;195.1666667;184389.3333;3021.366618;6.210000038;117.6333313;12225.403;2560.6429;2722.328;17932.4671;21215.9132;6004.9927;11709;552976;532876;2281.6;3299;892652;359287;35723
4734.5;115232.6667;196.2100016;184840.3333;3046.966634;7.009999911;119.0666656;12258.1312;2580.1451;2730.146;18004.8945;21251.3966;6019.7108;11851;554764;540624;2318;3331;900308;366514;36110
4779.700195;115947.3333;197.7533366;185253.3333;3072.833333;7.726666609;120.4000015;12332.6598;2602.7414;2739.509;18084.481;20996.5194;6044.6093;11920;558732;545404;2338;3364.3;903940;371038;36522
4817.600098;116835.3333;199.4043325;185772.6667;3091.000081;8.539999962;121.7666677;12427.1205;2632.0999;2746.837;18174.3324;20953.5614;6073.4113;12004;564664;547152;2354.8;3421.7;911440;375802;36967
4839;117204.6667;200.0173289;186178;3107;8.409999847;123.6999995;12443.2932;2638.725;2756.138;18243.5942;20908.0877;6115.2204;12194;565456;548900;2385.6;3453.9;916400;375289;37418
4839;117493.6667;200.3389994;186602.3333;3164.56665;7.843333403;124.6999995;12514.6277;2641.6598;2768.764;18311.897;20978.7876;6147.3216;12427;567484;549480;2386;3459.2;926760;382915;37840
4856.700195;117774.3333;201.760671;187017.6667;3222.700033;7.653333346;125.9333344;12557.6282;2654.0187;2783.685;18402.5344;21185.7676;6176.7824;12408;568340;550228;2420;3498.6;932256;387681;38221
4898.299805;118099.6667;202.4796702;187411.3333;3269.799967;7.759999911;128.1000036;12602.1649;2657.1105;2810.527;18485.1966;21276.6815;6212.225;12482;570308;552760;2468.8;3539.7;936240;389183;38586
4917.100098;118219.6667;203.4443309;187824.6667;3300.800049;7.74666659;129.4003347;12611.9751;2659.0696;2830.38;18585.4221;21307.582;6232.1807;12557;567836;555764;2485.2;3540.2;936688;397852;38892
4906.5;117847.6667;203.2703349;188266;3333.333333;7.476666609;131.633667;12579.0945;2648.9484;2853.541;18649.9465;21286.9621;6256.9891;12657;564980;550264;2544.8;3549.5;950596;402572;39166
4867.200195;117497.6667;201.491333;188696;3351.299967;6.98999993;133.8666687;12493.6237;2635.2198;2879.208;18705.7379;21361.6653;6297.0776;12620;557496;545684;2587.2;3550.9;942028;406441;39429
4842;116875.6667;199.7936707;189111.6667;3383.366699;6.023333232;134.8663279;12299.1611;2614.496;2898.467;18729.7536;21538.6069;6334.5012;12580;549928;543116;2609.6;3540.5;948080;410697;39589
4867.899902;116978.3333;199.2980042;189523.3333;3421.366699;5.560000102;135.6666667;12344.4548;2588.3425;2922.009;18764;21602.9523;6354.2295;12622;555948;539872;2661.2;3561.6;949236;414723;39763
4879.899902;116795;199.5096639;189978;3430.800049;5.376666546;136.6996663;12351.0258;2572.2;2941.233;18835;21617.2594;6376.3462;12677;556516;538660;2654.8;3587;953804;417767;40014
4880.799805;116827;199.7370046;190448.6667;3447.5;4.539999962;137.833669;12338;2558.8;2941.5519;18684;21610.6484;6388.7;12559;556548;539584;2660.4;3602;959620;420919;40205
4918.5;117101.3333;199.9859975;190888.3333;3481;3.893333276;138.7666626;12275;2550.8;2950.1;18668;21525;6426.2;12449;557288;535916;2706;3628.1;965444;422374;40309
4947.5;117567.3333;200.2006683;191310;3483.100016;3.680000067;139.8336639;12250;2532;2947.3;18739;21781;6407.5;12457.7;558008;536312;2687.6;3623.2;964480;421740;40296
4990.5;117761.3333;200.7196655;191786.3333;3492.533285;3.083333413;140.899999;12275;2505.2;2944.4;18731;21396;6413.7;12412.4;558200;538376;2690.8;3623.5;954336;418989;40162
5060.700195;117950.6667;201.9119975;192318.6667;3515.066732;3.070000013;142.0996653;12325;2497.1;2935.8;18506;21097;6451.1;12145.9;559164;539608;2680.8;3609.1;954360;419466;39911
5075.299805;118394;203.0146688;192796.3333;3506.600016;2.960000038;143.1666667;12401;2489.1;2918.5;18446;20797;6432.4;11881.7;563824;543352;2632;3563.4;949840;421283;39760
5105.399902;118984;204.6393331;193288.3333;3526.200033;2.966666619;144.2333323;12426;2491.8;2904.2;18499;20433;6426.2;11867.6;569864;546404;2643.6;3564.4;949868;419638;39656
5139.399902;119543.3333;205.9213359;193799;3550.666748;3.00333333;144.8333333;12464;2505.2;2895.5;18471;20284;6444.9;11877.3;571684;552204;2654.4;3569.3;941576;420667;39672
5218;120311.3333;207.4139964;194314.6667;3574.899984;3.059999943;146;12514;2502.5;2884;18317;20155;6451.1;11723.5;576792;555812;2661.2;3574.5;952092;417277;39814
5261.100098;122090.3333;208.8013357;196085.3333;3590.93335;3.24333334;146.7670034;12552;2494.4;2872.6;18360;19834;6457.4;11698;583056;560672;2692;3608.5;955504;420614;40107
5314.100098;122580;211.2990011;196522;3606.333252;3.9866666;147.7003326;12653;2494.4;2863.9;18562;19856;6451.1;11761;592428;569164;2704.4;3653.9;964924;421314;40379
5367;123207.3333;212.2120005;197050;3615.199951;4.476666609;148.9996643;12779;2510.5;2863.9;18634;19706;6438.6;11748;600496;573652;2715.6;3683.2;977640;424934;40628
5433.799805;124371.3333;214.1019999;197600.6667;3612.900065;5.279999892;149.8330027;12854;;2866.8;18542;;6426.2;11799;609180;577664;2730;3707;977872;421231;40933
